Date,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId
8/27/2022,98,7,79579,1649489055000,57979,0,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,164,5,52030,1658444398000,30430,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,126,5,49655,1660043251000,28055,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,86,7,47617,1659020585000,26017,0,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,141,5,47336,1647469665000,25736,0,FALSE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,91,6,45709,1661577999000,24109,0,TRUE,1,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,75,6,42177,1652164076000,20577,0,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,104,5,42123,1660149003000,20523,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,24,5,35923,1658943824000,14323,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,83,5,35321,1657865167000,13721,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,41,5,30418,1660208691000,8818,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,58,5,28376,1658641095000,6776,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,120,5,27886,1656915395000,6286,0,FALSE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,516,5,26215,1660773152000,4615,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,82,5,26119,1658643007000,4519,0,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,50,5,25865,1660868110000,4265,0,TRUE,1,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,202,5,25788,1661583593000,4188,0,TRUE,2,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,36,5,24659,1659627073000,3059,0,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,77,5,23532,1651218616000,1932,0,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,11,4,18336,1581061707000,5736,3264,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,38,4,18257,1628218001000,5657,3343,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,245,4,17452,1612911144000,4852,4148,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,234,4,16515,1659459337000,3915,5085,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,112,4,16398,1661197480000,3798,5202,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,106,4,15447,1654041499000,2847,6153,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,875,4,13715,1635818585000,1115,7885,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,64,4,13250,1652933361000,650,8350,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,8,4,12918,1661192912000,318,8682,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,236,3,12595,1660871402000,6595,5,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,10,3,12513,1656218873000,6513,87,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,31,3,11390,1652596023000,5390,1210,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,35,3,11068,1624615004000,5068,1532,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,119,3,10922,1659759096000,4922,1678,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,30,3,10367,1643488819000,4367,2233,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,887,3,9868,1655086648000,3868,2732,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,39,3,9808,1656124677000,3808,2792,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,45,3,9658,1651601547000,3658,2942,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,29,3,9633,1661586444000,3633,2967,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,235,3,9220,1645304465000,3220,3380,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,150,3,9120,1656210544000,3120,3480,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,2,3,8436,1652485147000,2436,4164,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,79,3,7265,1644973387000,1265,5335,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,518,3,7088,1627802831000,1088,5512,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,19,3,7064,1576115343000,1064,5536,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,101,3,7060,1640160801000,1060,5540,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,5,3,6800,1628299091000,800,5800,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,55,3,6700,1581894823000,700,5900,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,28,3,6673,1627347533000,673,5927,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,145,3,6666,1628528789000,666,5934,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,154,3,6617,1653942095000,617,5983,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,114,3,6414,1649687177000,414,6186,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,203,2,5760,1626950186000,3960,240,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,80,2,5745,1660575784000,3945,255,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,121,2,5412,1615729500000,3612,588,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,92,2,5385,1649576817000,3585,615,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,32,2,5056,1628638881000,3256,944,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,555,2,4991,1627700348000,3191,1009,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,517,2,4814,1659005914000,3014,1186,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,89,2,4548,1580678313000,2748,1452,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,777,2,4403,1656295955000,2603,1597,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,421,2,4304,1627344007000,2504,1696,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,110,2,4087,1660084215000,2287,1913,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,498,2,4077,1579807086000,2277,1923,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,20,2,3955,1598500684000,2155,2045,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,81,2,3714,1653939383000,1914,2286,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,102,2,3473,1612625604000,1673,2527,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,67,2,3464,1610329701000,1664,2536,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,107,2,3394,1652931095000,1594,2606,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,56,2,3192,1627946174000,1392,2808,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,240,2,3123,1645345921000,1323,2877,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,33,2,2869,1622017453000,1069,3131,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,84,2,2861,1645348657000,1061,3139,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,62,2,2804,1631481484000,1004,3196,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,99,2,2791,1627435902000,991,3209,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,105,2,2692,1576220430000,892,3308,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,85,2,2678,1660776544000,878,3322,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,111,2,2479,1629942997000,679,3521,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,1,2,2381,1581893300000,581,3619,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,166,2,2233,1649694347000,433,3767,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,63,2,2224,1599256369000,424,3776,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,54,2,2096,1628216789000,296,3904,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,223,2,2092,1559899083000,292,3908,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,13,2,2028,1582100218000,228,3972,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,3,2,1994,1627940868000,194,4006,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,142,2,1980,1582086309000,180,4020,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,25,2,1974,1542497862000,174,4026,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,53,2,1919,1614083846000,119,4081,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,412,2,1812,1643859716000,12,4188,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,268,1,1799,1660165588000,1799,1,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,18,1,1767,1653944650000,1767,33,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,134,1,1760,1654389340000,1760,40,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,7,1,1665,1660167579000,1665,135,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,103,1,1566,1599328564000,1566,234,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,37,1,1516,1654307781000,1516,284,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,48,1,1514,1657591567000,1514,286,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,27,1,1501,1653117173000,1501,299,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,59,1,1311,1650528353000,1311,489,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,68,1,1290,1658645999000,1290,510,TRUE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,9,1,1187,1628740218000,1187,613,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,17,1,1080,1572569608000,1080,720,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,6,1,1066,1615205516000,1066,734,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,131,1,967,1628068426000,967,833,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,420,1,852,1628225813000,852,948,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,21,1,824,1654310807000,824,976,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,497,1,796,1599674802000,796,1004,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,57,1,772,1653470277000,772,1028,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,127,1,758,1599813190000,758,1042,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,96,1,742,1643334259000,742,1058,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,246,1,735,1579416069000,735,1065,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,113,1,734,1542307860000,734,1066,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,69,1,724,1654393992000,724,1076,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,523,1,710,1632114641000,710,1090,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,147,1,633,1653214607000,633,1167,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,34,1,605,1544697059000,605,1195,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,163,1,598,1545175881000,598,1202,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,432,1,561,1629154786000,561,1239,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,22,1,556,1571042317000,556,1244,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,254,1,350,1565209252000,350,1450,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,72,1,312,1616363898000,312,1488,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,4,1,264,1650845231000,264,1536,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,360,1,221,1641887639000,221,1579,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,200,1,204,1654906299000,204,1596,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,222,1,196,1548795178000,196,1604,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,74,1,149,1632113699000,149,1651,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
8/27/2022,12,1,126,1652600480000,126,1674,FALSE,0,DHAkvCTJcyHAuJYxpdyEOR2nUSl6IllUjdYY0CknYgKCvlKb
