,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood
20,IPmQnBQ7KQHMdBDtPxsh0VJM_bpd1IUJJQaZiZQdKXV6TJo,Tempos,1271,I,851,798,True,False,False
21,yxcCLkSG0WvwQHjzbHsj-Abg2_rDBSM7ocOJkOpuygrLJas,18-Aug,1011,I,187,138,True,False,False
22,IyqgWXxZll9N_rI8cipdsx4gva7Dn305K0RqcHqCcjgh28eeAY5fgcjIqg,Killer Charms,1123,I,315,237,False,False,False
23,oiRqonTzk3onXKgFz_iXfDKRfIfncFqZhebMVHFKjq53FlA,YoojungHukiriLee,1039,I,413,362,False,False,False
24,uTQEemnEVKW3WaSyviwrlTk8CVgF-9bJaPFZ702xuAbtY28,WindiaN,1109,I,379,292,False,False,False
25,k_VceSUFq1cmJC-kuZWGK90BF0SeDyrAYsMXNPcxmWeLfhh_-x7Kb8p2tw,Poyisama,1079,I,340,292,False,False,False
26,Jg0FErBysgxG3VBRThuKP8mKR4RE0DYuaMA_2FouPCNvjpo,Nhavilay,906,I,378,345,True,False,False
27,z95BGTg76M8WKzGnX8vDQiC82g-FuaC4Mvmwkq_PcI8LQBw,lunacia,1085,I,385,336,True,False,False
28,a6o4lHMpI7h4KFPjeCBH_gaiO2lLS5TpNdbGH6VxnXxrb_s,back to diamond,990,I,185,153,False,False,False
29,ClXNDRQv-O9NccC1OLGZwlScdekhYikMKC2z_KqFkLWujjo,Allorim,1379,I,333,277,True,False,False
30,WkRl_Op-JfttDUv-HtdiESXk7H9dtUI_DINXDFkv57wN1R0,Armored Mawdad,981,I,506,457,True,False,False
31,SKpUxejugI6nKL34jVkyFehR6OUljWma8vGYg7WhB9cxUhXH,Kral Closer,920,I,231,180,False,False,True
32,WKsdgkhYSvPgYjEXInj94XGoxPrlkegm2tvlp7crsulpCUstFrMSMalIVg,JAJA Blade,1405,I,289,191,True,False,False
33,MZgE_8Haim0_hqtPJgS92cQQEbRAsUPL_S-iKdvWu6mG1BJe,Samsâra,843,I,422,384,False,False,False
34,iBUUWl_kXyPZFVSUSsgDIGcnyKdXmidSVp3MbAaC_ETdc_Y,Enthralled,987,I,258,211,False,False,False
35,ipikFUzLi46h5rAzymRufeNE7TUtJg05fyXvUQVS4f04C0g,Kittisaur,869,I,100,64,False,False,True
36,LOSx5EhtfzspF1brCnb5LBE3K-F_43Y_zxvnGfEz1hL276PrpfR0ntwu1g,FR0M Anyang,957,I,128,89,False,False,False
37,nGuxYRkuj1QDEJB2swm8BC40Oy7hI5t8zE1lK4Hn8S2_9UObYdy0vHjr2A,2myheart,884,I,109,67,False,False,False
38,ux_ePIbBRx_ZflTfatGYSXy4lZWleNFmV8oF6vcUGX0ENug,Pure Genesis,758,I,724,684,False,False,False
39,5VHFkXSY0LHsfOtdms3vBb_myKrFSaGelCsg2vuJR2UTOt8,Kenas,1122,I,214,204,True,False,False
40,m84OKmboY85wi90qC5YzZWs7TIM0ECR7PHqk_v0syMzpee4,Thriller Bark,883,I,274,233,False,False,False
41,V-6M3OdUl8BUjU7Go-L1MbmRt-A4iCBRViQhiqqKM18X7pY,azorius player,995,I,265,226,False,False,False
42,L2PU6WQ0oxOhR_UOYbsA8WwdlNBj2mufDjSWuUvhoxq6TSk,Zilean Billion,927,I,221,180,True,False,False
43,KnxpKL9QzIQpKyfIcwO5gbDjVa0RQjWAgy6NkTnQKKzix3M,hygge 1,903,I,190,144,False,False,False
44,VGHLCyUzjPJX92JQEngCtuo-CiCKkHEudSSSQfFV3yNs03OFECnNY7MB8A,TwTv imsudzzi,1053,I,401,359,True,False,False
45,dE6751Ox9TBzRp0G9jbILRVI2Yx9_KDHqtUHCCU0teD3FLw,GG Prismal,882,I,350,332,True,False,False
46,Pkge7SBR9MxZnu6koZpPo9ZAnwa9acBzQRilP-3MId0fSYE,TwTv KoKooPuffs,1183,I,901,854,True,False,False
47,D5Tfh33KLDv_fE_oe9Zx9AqWX1e7voyGgo-q9RasfV_mqxNh,aknid,1047,I,320,278,False,False,False
48,MGRkUolXFEuzeTr1ZNNzROb_CC_vqZBN079b351SVCemOHw,Spìrit,967,I,340,295,False,False,False
49,wcOTXivr1iVANqJSQNA-cDWoVEKU9OB_KkL6ONpfFWoH-ph7,20031028,1003,I,216,174,False,False,False
50,fUl_siKu0oLKaMonU5YtHrR0oqDhbYysCIJWtfqgS3O5iYE,Daddy VIaddy,1196,I,291,239,False,False,False
51,UAsGgG4A_uQ_9EIuXEOaUHw7f9KAyeEbsaFNk1YaKd1GgpY,FLY Diamond,1014,I,281,236,True,False,False
52,OV_WuXCcWiNzgRav73vOpiYel-WwCAa63_kCqIqz_qdNPio,Frigault,894,I,179,119,False,False,False
53,MAEYx8TRYO_NEdnEFFazF3XgASD-d2SI8citPgkcaObXTCobk95rdwATdw,TLHonda Hanssama,955,I,181,154,False,False,False
54,B5X9VF3iI4zpgarUM9equLHv_bEIO1Ktmk0vOsBmMpY5AminOjXhfybl6g,ADD ON WIN,1522,I,236,170,True,False,False
55,5M-GYEyqZyxeK2zid4m4xivNM8bGTbAv-VtuysYVKZFiW6U,winstxn,1117,I,198,170,True,False,False
56,RNV1z7XU8HYDHA5Xg2YEuyvZ3sxR-fm6xXhzdSMiXRrxvYE,wechat Hc9999na,1177,I,267,199,True,False,False
58,qwA1Qtljp9sdHF1J9-lZuVcmkmhrdRs0IgnFDVRo-4L9IDs,TTV Pocket Rhino,962,I,157,120,False,False,False
59,Ed2ilfC2EB8aRm0iLPGFOyvcAKssJoh2xEdtXiVjUwfVFZk,quante,994,I,262,228,True,False,False
60,bE7zDoU0DwkLD926zrz0ynHalVrOqxUASKnPcwkw2OX6u74,no invade pls,1423,I,466,404,True,False,False
61,FgEXJgOc5BP4b_8O2Evqar0O3l_v0LK6Ysza9adM2KuWHJU,Stiifo,873,I,294,265,False,False,False
62,gYIIkK2NXQi-4R6ux75LnHe7N5yPadijA-KLzIaOpmMNHLU,JordanTheBoss,984,I,781,730,False,False,False
63,fbi2ic411yDmd-ymgao2zpE6dBJpvhYDAeOTFc-wDGLRBy4zlq1Xr18wtA,FIXQUEUETIMES,882,I,104,57,False,False,False
64,8-yFUgoMk9DGgo8qiapJDWaoUOqgqyAYLAebumJ7EE2lyUeuoLXAWWRPIA,hakubi,886,I,510,475,False,False,False
65,025n9rETIeAWJbOi5DQ_cu9T0pIRrZ1UaVooeu9xrWHZcq4XrM-iexMaKA,multigrainbread,1279,I,271,213,True,False,False
66,OgxMu57ajTyr_BwMl0maO6j-l_Y04kA4q-TTYjcpDFPESGs,Nader,1030,I,188,138,True,False,False
67,eiIk1sMMkUmXvX9HGGnq5mSsPTRyNMnCTc-1_IT7SB6ZjoM,Jauny12,1021,I,358,319,True,False,False
68,l8R4jyH7nFuqJONGkREBIkPReMxKDTWEcexR7TOofyO1abM,BladeCube,841,I,509,469,False,False,True
69,cXyFfzQLqLCNrp_-4CuEKRonFqova5-BPYHY1_lAB75AMl4,BOBtimer,1024,I,341,298,True,False,False
70,e9Z8jsvPMQaAuEfQsFx1i1nn8hF6rwvOHBjLJCCYCLV-1X8,HamsterB0Y,799,I,1351,1312,False,False,True
71,A86vgsKOQGDtD9n7dALR9g6U_4rZvQnydE7vhrGB39yXYM8,wow player 123,1454,I,231,159,False,False,False
72,MFGnr6TTFl9Qk_xEGpNVfML6ZBHX9seI8-rwD5XUd9zbr775fTFn_yIiAQ,niinim,1324,I,202,158,True,False,False
73,21536n4LO_BtBVKKijYH2Qq7brxkLqEZUjK5AFCAzFPydJ3qhEV6ONwPOg,OddieIan,992,I,171,125,True,False,False
74,iMQGfWwa7Ed-qtZnGc--1OpEUemXk-7P_hyea6cihbcA23vo,Iinks,1117,I,419,363,True,False,False
75,jNFjMllglQNekPgbo0mfk_DMm7vDrYP6QhNFuQ6qMHd0tHg,ScaryJerry,1188,I,522,470,True,False,False
76,JTaAfMHpcHj9l8HxKEnphX_E_doyd5rESLHntenu510aM0FRnyBj781J_g,Relationship,966,I,454,304,False,False,False
77,d35OScKr-V0xpTlEgQM2D7Ub8Pc6rzIMqKswWeBavCePU9I,Oronuke,876,I,322,293,True,False,False
78,jkKSj6L9IluwaqidIFV5SGOeQrn2JMpzbyFseW7wx3yRTBHBKklQ9iukcA,Aaron Song,927,I,599,565,False,False,False
79,nBRd2rfj_GbKrBuJLwzXg0mocagEIifHyJe8MLzswGacyl4,Sarcasm1,1015,I,242,205,True,False,False
80,ilmEQ-Yb6il6wNFxk2IKU_6ISMjUV5DIrrED0z_AC-AJVbHJ2kbNJXi2hQ,ylxmml,912,I,170,131,False,False,False
81,eZL60e7MSvXSQ-0l1SX5l9jiO-kofhdoSPO4_vWKNGod_rCdyUSYWN4t_w,KryRa 16,998,I,175,130,False,False,False
82,puaN4n4WTnFz58oonEE6b19roOx-UYgku0rKdImXBq9gYBA,KatEvolved,1753,I,571,493,True,False,False
83,WoCfLhSza4fSC1Y-ZUTMzkG-JpvvimMLD8xxQdP3sT1BNPX-,love maiº,810,I,263,228,False,False,False
84,j3zzH-fYiLL3iIFDOYToCfJokTaSEQdJ3QMPcGVaMTa9rzQ,Jungler99,875,I,320,272,False,False,False
85,v4TvT-VFovs3WSVJrw2VtYeWvetwKKuYYHEBlcN2rJIwTnE,zx1,841,I,161,125,False,False,True
86,MBJq5FWSSK1BPXjyKq6r8bel_sQhp1ERKSfE04iq6Rugsl7JymFjiaQsOA,NMSLWSNDHJYZ666,1148,I,160,109,False,False,False
87,gooN2EM6fImqIwL8PSaOxgkN2-OHjwT4Zws4-7R7oIKR2Eo_rDTS2QIqvA,Gryffinn,853,I,82,70,False,False,True
88,iYXoqoJJDjco1o6u7ghTJ_IyoDbQL0TcKtjei9lmhRSGnmQ,Airflash,886,I,219,188,False,False,False
89,DurQhumfEJRRQjImKtR_0kZRHoJYKmzev3qos6JnZZADMsbq,TE AMO KARLA ,1243,I,407,338,True,False,False
90,2_-xQI69S35xDo1XUC45TU5SgDPMQPiywWOMQYCoj2oiWSq4U3wF200IVg,SugiKim,1148,I,276,229,True,False,False
91,zur89lBAYCURJVJJu-6n4awSQZlSuqev8YGNGEN1hezXQe4,Zyko,914,I,420,390,False,False,True
92,A0-W8gPBGu7J_4ETshdnCnmSr3OOR96RL8fkzW8bia18F8Q,Pekin Woof,914,I,381,345,True,False,False
93,tN8glt4YQdUYVBNKH5Pdzx3USHlBjVqlpnp1dDq7FHQZGuhiWJlqRFhNjA,zhong guo2,1186,I,162,104,True,False,False
94,NxNHBVEPjK_65iJ8iHRLqkKY3Ne-zw-3iE00RsTzzfjpwBY,Nem9,844,I,452,421,False,False,True
95,GvdaasvMJQMeNwROMiOLTW_j-1oAfTT9beWttcUnNp934II,hoooing,900,I,476,439,False,False,True
96,t7hPWysBrx3tzSuk7ZMn0eJDTxqwsHLp0nQe_lzPMU_wOx0ipQbgxvxjUQ,TFBlade2,1309,I,253,194,True,False,False
97,ZQ844FRsS1F8FHWFItYHkJcKVzyPyDq0teW3AK82pu2rNlo,Exiled Heretic,856,I,850,803,False,False,False
98,xQ-gvhOWCzdoVkXacx3M-2nxAWw5LzkWRH5dQKCcMZ7Nhj3vkyblqLJ1nA,san nicolas 1841,1067,I,174,131,False,False,False
99,jG21OIeVN-8MdGDwW2dX8LfDjuNvuix5NVsRrBeGmh5V-7cDTrmww6_Ugg,gonna win worlds,946,I,160,139,True,False,False
100,CWkAmjlj60iELDvuyhrpcuAZSbiVsgHSt94ui5GS4ny3aEY,1nori,1140,I,282,229,False,False,False
101,vbQNkqRFUqmHFGGgJzlUIX6UaJQRk8elcTCpFSpeAFDBguKYEX_rH6Bqcw,Acerr,906,I,162,135,True,False,False
102,KcKwHQZ_blq-PvmkV5rGzwH15JwNKDxDwmQ4XRejIR_wYCA,c2 meteos,1420,I,492,422,True,False,False
103,oG__7sKPa8LN1Fk787otF5Ff6fNf6RdHc747Rk7twx3yZYM,Snow2,846,I,233,193,False,False,True
104,NuZRVb-QB5xOf1SVZdBa8lb2yGUZV3bjBq2E9hESVzlWzFo,ReasonToBelieve,1232,I,643,594,True,False,False
105,s-mqmZnTFCVDqYBiFmLaxKtgdn7p_ilyFM9sbF0ESwnsT0KsPL2iq4VHyg,Previous1,846,I,123,93,False,False,True
106,lVxpsCwumt9CBx-z9219opvbyS-YV1-pXkCTu9YtJnZzBNw,Oricorio,853,I,125,86,False,False,True
107,cr2pZm8XY6qrICadk6zplE4slM2C7xIOrDTXygY_hios8DYo1344uUswUw,ChaoxLoL,1027,I,146,101,False,False,False
108,ScLRkvlBLEk3du7gwPjEoUbczDBY2ML5PbgOaiLZ2Efwenj9S1-gx41YfQ,PATREON TARZANED,1160,I,156,137,True,False,False
109,L4sT8INfpBvFaqlb7IfDzE9OApNIlALm5tVPRf6LMz7geUs,spam tab,1291,I,232,177,True,False,False
110,nmbesAqgRtfmiZtSwMQOHeCWJfjUmS-ty28kzTpFSswSqNIh,Seolyn,814,I,301,265,False,False,False
111,RpEsX1AKkOToRP5quZwQJ6bxQYQLBa2bbvsI5pgr_jPqONluRbQ7aOZOdw,kimchi jg,1020,I,254,245,True,False,False
112,grPLN-SSATpINBHivdTTGrRcMFJgLrwSXkXBiCXf14tPAd0Y,Andoqs,1011,I,360,313,False,False,False
113,9kCQHM5L5nrp6jdLo4mp2xzM1VeYvR3P69e9nI49IrprP78,Neøø,1412,I,276,222,True,False,False
114,FADuiwsirxakWD9bEn058tJOmAbjTW2fDeFTy-IwRO_zcrZphe1GRma08Q,Fragile Fantasy,1045,I,170,126,True,False,False
115,D9VN2erqyJpgPgV6KZStd3RXwBD0BanobGqQXqf9bLn-ucQ,I am Súnlight,1279,I,275,229,True,False,False
116,mvjBlWk6XG2KTgRRez_xfQ-ZM3j41Wm5is5DyAG69R2xYfs,UCI XiaoDanny,1000,I,898,833,False,False,False
117,Uw5zEnKQ7yDcPaq-O0rEbM6dwKNYUwcVMpUp87bGr3SiAJI,FrosFores,857,I,168,128,True,False,False
118,bqTTCTHkXrY7TmDasTJkF4amfoed6bUDLw8PF_iq2JNBvMc,CyanInkstone,837,I,161,127,False,False,False
119,Hz1lg6aqD9iv5eAovhGb7G5QaXan5aiNjBlxWTx_FA-pNorebWgyEnVGbQ,GYMKING,1074,I,371,323,True,False,False
120,_c-yjlZmF5p9JO1S3Bq0SAecdMBC1BvYKWgdWpMXolrROmw3,pretty angel,909,I,296,249,False,False,False
121,Kc-aEU8j181GjUcirIc9hdvD3UhApbicTnwp7Ncd5hqCi-v9yrZxaE5o8g,k m,877,I,201,143,False,False,True
122,hpGO-9ie9X5dRfjJRGPqMXFTGQXSV6-osCgnL3me14K1e7XQ,abyssalwhip2,926,I,303,269,False,False,False
123,XRTKPt98_rmZK_p-MO3ZJgqN0FxTne_9ak9QfotUTv-Qtys,rklckp251,1011,I,259,213,True,False,False
124,LzpwWnGWq5Rmo4YNFxtCZf_K4xKUpERFnGFPayO68yLgby52,twtv itakute,958,I,157,123,True,False,False
125,1QEiVspHuUGShPp_FjZNjCcuiF6tMYJJcUWko-fpe7k7wPg,5tunt,1221,I,305,254,True,False,False
126,8fJJso35ymh61WBIqq790aHxOlg8oABzktTBvvkfXBQEuuI,CaptBear,923,I,172,137,False,False,False
127,s1gUnKSF4SUeC-xsIasZefdQwNtfVg7lnQW1Lg_Cxqvvvps,baekho,872,I,261,221,False,False,False
128,jC9V-_3XXbifQssTa8nvELlQyN49zL6aHOqJUS0Nn3Wfyc0,taibotxd,882,I,326,285,True,False,False
129,tlLLI3yfNFiqUiUYsukVvEBrpS_GvOAw1q2A40rwR8dD1gM,Zamudo,1018,I,199,157,False,False,False
