summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood
fmC9vo9Km4TG7RoRo62B7quCSc_OQuKCxKHaPKfh-H8Saxr_,Meslo,881,Challenger,284,255,TRUE,FALSE,FALSE
tPjldwD_fS9zNqDnLlSVQgTgQ2ncCU2cKdXI7cajDjCrcB4,Waku Waku Week,856,Challenger,248,204,FALSE,FALSE,FALSE
RMKzZ0xSsWsDDb__8fJlZmYRrZZUvp2O0-JMBfWwMlS6o5I,Hub1012345,1003,Challenger,704,657,TRUE,FALSE,FALSE
0q88i7J3os9cYBy8C5xiTppeU-8HEENKHuuI5s_20diEujg,Int Overflow,857,Challenger,230,194,FALSE,FALSE,TRUE
5l73WrslcXv9kpw7IhcfucgesglCJjEv-gduJcvvOSDXytA,da xi gua,991,Challenger,135,104,FALSE,FALSE,FALSE
KeJFMTohu_zUNBdoD-1mGnALj2ZVQxlQb4kGtYXS8AtPh89C,why you gank bot,967,Challenger,233,187,FALSE,FALSE,FALSE
IPmQnBQ7KQHMdBDtPxsh0VJM_bpd1IUJJQaZiZQdKXV6TJo,Tempos,1271,Challenger,851,798,TRUE,FALSE,FALSE
yxcCLkSG0WvwQHjzbHsj-Abg2_rDBSM7ocOJkOpuygrLJas,18-Aug,1011,Challenger,187,138,TRUE,FALSE,FALSE
IyqgWXxZll9N_rI8cipdsx4gva7Dn305K0RqcHqCcjgh28eeAY5fgcjIqg,Killer Charms,1123,Challenger,315,237,FALSE,FALSE,FALSE
oiRqonTzk3onXKgFz_iXfDKRfIfncFqZhebMVHFKjq53FlA,YoojungHukiriLee,1039,Challenger,413,362,FALSE,FALSE,FALSE
uTQEemnEVKW3WaSyviwrlTk8CVgF-9bJaPFZ702xuAbtY28,WindiaN,1109,Challenger,379,292,FALSE,FALSE,FALSE
k_VceSUFq1cmJC-kuZWGK90BF0SeDyrAYsMXNPcxmWeLfhh_-x7Kb8p2tw,Poyisama,1079,Challenger,340,292,FALSE,FALSE,FALSE
Jg0FErBysgxG3VBRThuKP8mKR4RE0DYuaMA_2FouPCNvjpo,Nhavilay,906,Challenger,378,345,TRUE,FALSE,FALSE
z95BGTg76M8WKzGnX8vDQiC82g-FuaC4Mvmwkq_PcI8LQBw,lunacia,1085,Challenger,385,336,TRUE,FALSE,FALSE
a6o4lHMpI7h4KFPjeCBH_gaiO2lLS5TpNdbGH6VxnXxrb_s,back to diamond,990,Challenger,185,153,FALSE,FALSE,FALSE
ClXNDRQv-O9NccC1OLGZwlScdekhYikMKC2z_KqFkLWujjo,Allorim,1379,Challenger,333,277,TRUE,FALSE,FALSE
WkRl_Op-JfttDUv-HtdiESXk7H9dtUI_DINXDFkv57wN1R0,Armored Mawdad,981,Challenger,506,457,TRUE,FALSE,FALSE
SKpUxejugI6nKL34jVkyFehR6OUljWma8vGYg7WhB9cxUhXH,Kral Closer,920,Challenger,231,180,FALSE,FALSE,TRUE
WKsdgkhYSvPgYjEXInj94XGoxPrlkegm2tvlp7crsulpCUstFrMSMalIVg,JAJA Blade,1405,Challenger,289,191,TRUE,FALSE,FALSE
MZgE_8Haim0_hqtPJgS92cQQEbRAsUPL_S-iKdvWu6mG1BJe,Samsâra,843,Challenger,422,384,FALSE,FALSE,FALSE
iBUUWl_kXyPZFVSUSsgDIGcnyKdXmidSVp3MbAaC_ETdc_Y,Enthralled,987,Challenger,258,211,FALSE,FALSE,FALSE
ipikFUzLi46h5rAzymRufeNE7TUtJg05fyXvUQVS4f04C0g,Kittisaur,869,Challenger,100,64,FALSE,FALSE,TRUE
LOSx5EhtfzspF1brCnb5LBE3K-F_43Y_zxvnGfEz1hL276PrpfR0ntwu1g,FR0M Anyang,957,Challenger,128,89,FALSE,FALSE,FALSE
nGuxYRkuj1QDEJB2swm8BC40Oy7hI5t8zE1lK4Hn8S2_9UObYdy0vHjr2A,2myheart,884,Challenger,109,67,FALSE,FALSE,FALSE
ux_ePIbBRx_ZflTfatGYSXy4lZWleNFmV8oF6vcUGX0ENug,Pure Genesis,758,Challenger,724,684,FALSE,FALSE,FALSE
5VHFkXSY0LHsfOtdms3vBb_myKrFSaGelCsg2vuJR2UTOt8,Kenas,1122,Challenger,214,204,TRUE,FALSE,FALSE
m84OKmboY85wi90qC5YzZWs7TIM0ECR7PHqk_v0syMzpee4,Thriller Bark,883,Challenger,274,233,FALSE,FALSE,FALSE
V-6M3OdUl8BUjU7Go-L1MbmRt-A4iCBRViQhiqqKM18X7pY,azorius player,995,Challenger,265,226,FALSE,FALSE,FALSE
L2PU6WQ0oxOhR_UOYbsA8WwdlNBj2mufDjSWuUvhoxq6TSk,Zilean Billion,927,Challenger,221,180,TRUE,FALSE,FALSE
KnxpKL9QzIQpKyfIcwO5gbDjVa0RQjWAgy6NkTnQKKzix3M,hygge 1,903,Challenger,190,144,FALSE,FALSE,FALSE
VGHLCyUzjPJX92JQEngCtuo-CiCKkHEudSSSQfFV3yNs03OFECnNY7MB8A,TwTv imsudzzi,1053,Challenger,401,359,TRUE,FALSE,FALSE
dE6751Ox9TBzRp0G9jbILRVI2Yx9_KDHqtUHCCU0teD3FLw,GG Prismal,882,Challenger,350,332,TRUE,FALSE,FALSE
Pkge7SBR9MxZnu6koZpPo9ZAnwa9acBzQRilP-3MId0fSYE,TwTv KoKooPuffs,1183,Challenger,901,854,TRUE,FALSE,FALSE
D5Tfh33KLDv_fE_oe9Zx9AqWX1e7voyGgo-q9RasfV_mqxNh,aknid,1047,Challenger,320,278,FALSE,FALSE,FALSE
MGRkUolXFEuzeTr1ZNNzROb_CC_vqZBN079b351SVCemOHw,Spìrit,967,Challenger,340,295,FALSE,FALSE,FALSE
wcOTXivr1iVANqJSQNA-cDWoVEKU9OB_KkL6ONpfFWoH-ph7,20031028,1003,Challenger,216,174,FALSE,FALSE,FALSE
fUl_siKu0oLKaMonU5YtHrR0oqDhbYysCIJWtfqgS3O5iYE,Daddy VIaddy,1196,Challenger,291,239,FALSE,FALSE,FALSE
UAsGgG4A_uQ_9EIuXEOaUHw7f9KAyeEbsaFNk1YaKd1GgpY,FLY Diamond,1014,Challenger,281,236,TRUE,FALSE,FALSE
OV_WuXCcWiNzgRav73vOpiYel-WwCAa63_kCqIqz_qdNPio,Frigault,894,Challenger,179,119,FALSE,FALSE,FALSE
MAEYx8TRYO_NEdnEFFazF3XgASD-d2SI8citPgkcaObXTCobk95rdwATdw,TLHonda Hanssama,955,Challenger,181,154,FALSE,FALSE,FALSE
B5X9VF3iI4zpgarUM9equLHv_bEIO1Ktmk0vOsBmMpY5AminOjXhfybl6g,ADD ON WIN,1522,Challenger,236,170,TRUE,FALSE,FALSE
5M-GYEyqZyxeK2zid4m4xivNM8bGTbAv-VtuysYVKZFiW6U,winstxn,1117,Challenger,198,170,TRUE,FALSE,FALSE
RNV1z7XU8HYDHA5Xg2YEuyvZ3sxR-fm6xXhzdSMiXRrxvYE,wechat Hc9999na,1177,Challenger,267,199,TRUE,FALSE,FALSE
qwA1Qtljp9sdHF1J9-lZuVcmkmhrdRs0IgnFDVRo-4L9IDs,TTV Pocket Rhino,962,Challenger,157,120,FALSE,FALSE,FALSE
Ed2ilfC2EB8aRm0iLPGFOyvcAKssJoh2xEdtXiVjUwfVFZk,quante,994,Challenger,262,228,TRUE,FALSE,FALSE
bE7zDoU0DwkLD926zrz0ynHalVrOqxUASKnPcwkw2OX6u74,no invade pls,1423,Challenger,466,404,TRUE,FALSE,FALSE
FgEXJgOc5BP4b_8O2Evqar0O3l_v0LK6Ysza9adM2KuWHJU,Stiifo,873,Challenger,294,265,FALSE,FALSE,FALSE
gYIIkK2NXQi-4R6ux75LnHe7N5yPadijA-KLzIaOpmMNHLU,JordanTheBoss,984,Challenger,781,730,FALSE,FALSE,FALSE
fbi2ic411yDmd-ymgao2zpE6dBJpvhYDAeOTFc-wDGLRBy4zlq1Xr18wtA,FIXQUEUETIMES,882,Challenger,104,57,FALSE,FALSE,FALSE
8-yFUgoMk9DGgo8qiapJDWaoUOqgqyAYLAebumJ7EE2lyUeuoLXAWWRPIA,hakubi,886,Challenger,510,475,FALSE,FALSE,FALSE
025n9rETIeAWJbOi5DQ_cu9T0pIRrZ1UaVooeu9xrWHZcq4XrM-iexMaKA,multigrainbread,1279,Challenger,271,213,TRUE,FALSE,FALSE
OgxMu57ajTyr_BwMl0maO6j-l_Y04kA4q-TTYjcpDFPESGs,Nader,1030,Challenger,188,138,TRUE,FALSE,FALSE
eiIk1sMMkUmXvX9HGGnq5mSsPTRyNMnCTc-1_IT7SB6ZjoM,Jauny12,1021,Challenger,358,319,TRUE,FALSE,FALSE
l8R4jyH7nFuqJONGkREBIkPReMxKDTWEcexR7TOofyO1abM,BladeCube,841,Challenger,509,469,FALSE,FALSE,TRUE
cXyFfzQLqLCNrp_-4CuEKRonFqova5-BPYHY1_lAB75AMl4,BOBtimer,1024,Challenger,341,298,TRUE,FALSE,FALSE
e9Z8jsvPMQaAuEfQsFx1i1nn8hF6rwvOHBjLJCCYCLV-1X8,HamsterB0Y,799,Challenger,1351,1312,FALSE,FALSE,TRUE
A86vgsKOQGDtD9n7dALR9g6U_4rZvQnydE7vhrGB39yXYM8,wow player 123,1454,Challenger,231,159,FALSE,FALSE,FALSE
MFGnr6TTFl9Qk_xEGpNVfML6ZBHX9seI8-rwD5XUd9zbr775fTFn_yIiAQ,niinim,1324,Challenger,202,158,TRUE,FALSE,FALSE
21536n4LO_BtBVKKijYH2Qq7brxkLqEZUjK5AFCAzFPydJ3qhEV6ONwPOg,OddieIan,992,Challenger,171,125,TRUE,FALSE,FALSE
iMQGfWwa7Ed-qtZnGc--1OpEUemXk-7P_hyea6cihbcA23vo,Iinks,1117,Challenger,419,363,TRUE,FALSE,FALSE
jNFjMllglQNekPgbo0mfk_DMm7vDrYP6QhNFuQ6qMHd0tHg,ScaryJerry,1188,Challenger,522,470,TRUE,FALSE,FALSE
JTaAfMHpcHj9l8HxKEnphX_E_doyd5rESLHntenu510aM0FRnyBj781J_g,Relationship,966,Challenger,454,304,FALSE,FALSE,FALSE
d35OScKr-V0xpTlEgQM2D7Ub8Pc6rzIMqKswWeBavCePU9I,Oronuke,876,Challenger,322,293,TRUE,FALSE,FALSE
jkKSj6L9IluwaqidIFV5SGOeQrn2JMpzbyFseW7wx3yRTBHBKklQ9iukcA,Aaron Song,927,Challenger,599,565,FALSE,FALSE,FALSE
nBRd2rfj_GbKrBuJLwzXg0mocagEIifHyJe8MLzswGacyl4,Sarcasm1,1015,Challenger,242,205,TRUE,FALSE,FALSE
ilmEQ-Yb6il6wNFxk2IKU_6ISMjUV5DIrrED0z_AC-AJVbHJ2kbNJXi2hQ,ylxmml,912,Challenger,170,131,FALSE,FALSE,FALSE
eZL60e7MSvXSQ-0l1SX5l9jiO-kofhdoSPO4_vWKNGod_rCdyUSYWN4t_w,KryRa 16,998,Challenger,175,130,FALSE,FALSE,FALSE
puaN4n4WTnFz58oonEE6b19roOx-UYgku0rKdImXBq9gYBA,KatEvolved,1753,Challenger,571,493,TRUE,FALSE,FALSE
WoCfLhSza4fSC1Y-ZUTMzkG-JpvvimMLD8xxQdP3sT1BNPX-,love maiº,810,Challenger,263,228,FALSE,FALSE,FALSE
j3zzH-fYiLL3iIFDOYToCfJokTaSEQdJ3QMPcGVaMTa9rzQ,Jungler99,875,Challenger,320,272,FALSE,FALSE,FALSE
v4TvT-VFovs3WSVJrw2VtYeWvetwKKuYYHEBlcN2rJIwTnE,zx1,841,Challenger,161,125,FALSE,FALSE,TRUE
MBJq5FWSSK1BPXjyKq6r8bel_sQhp1ERKSfE04iq6Rugsl7JymFjiaQsOA,NMSLWSNDHJYZ666,1148,Challenger,160,109,FALSE,FALSE,FALSE
gooN2EM6fImqIwL8PSaOxgkN2-OHjwT4Zws4-7R7oIKR2Eo_rDTS2QIqvA,Gryffinn,853,Challenger,82,70,FALSE,FALSE,TRUE
iYXoqoJJDjco1o6u7ghTJ_IyoDbQL0TcKtjei9lmhRSGnmQ,Airflash,886,Challenger,219,188,FALSE,FALSE,FALSE
DurQhumfEJRRQjImKtR_0kZRHoJYKmzev3qos6JnZZADMsbq,TE AMO KARLA,1243,Challenger,407,338,TRUE,FALSE,FALSE
2_-xQI69S35xDo1XUC45TU5SgDPMQPiywWOMQYCoj2oiWSq4U3wF200IVg,SugiKim,1148,Challenger,276,229,TRUE,FALSE,FALSE
zur89lBAYCURJVJJu-6n4awSQZlSuqev8YGNGEN1hezXQe4,Zyko,914,Challenger,420,390,FALSE,FALSE,TRUE
A0-W8gPBGu7J_4ETshdnCnmSr3OOR96RL8fkzW8bia18F8Q,Pekin Woof,914,Challenger,381,345,TRUE,FALSE,FALSE
tN8glt4YQdUYVBNKH5Pdzx3USHlBjVqlpnp1dDq7FHQZGuhiWJlqRFhNjA,zhong guo2,1186,Challenger,162,104,TRUE,FALSE,FALSE
NxNHBVEPjK_65iJ8iHRLqkKY3Ne-zw-3iE00RsTzzfjpwBY,Nem9,844,Challenger,452,421,FALSE,FALSE,TRUE
GvdaasvMJQMeNwROMiOLTW_j-1oAfTT9beWttcUnNp934II,hoooing,900,Challenger,476,439,FALSE,FALSE,TRUE
t7hPWysBrx3tzSuk7ZMn0eJDTxqwsHLp0nQe_lzPMU_wOx0ipQbgxvxjUQ,TFBlade2,1309,Challenger,253,194,TRUE,FALSE,FALSE
ZQ844FRsS1F8FHWFItYHkJcKVzyPyDq0teW3AK82pu2rNlo,Exiled Heretic,856,Challenger,850,803,FALSE,FALSE,FALSE
xQ-gvhOWCzdoVkXacx3M-2nxAWw5LzkWRH5dQKCcMZ7Nhj3vkyblqLJ1nA,san nicolas 1841,1067,Challenger,174,131,FALSE,FALSE,FALSE
jG21OIeVN-8MdGDwW2dX8LfDjuNvuix5NVsRrBeGmh5V-7cDTrmww6_Ugg,gonna win worlds,946,Challenger,160,139,TRUE,FALSE,FALSE
CWkAmjlj60iELDvuyhrpcuAZSbiVsgHSt94ui5GS4ny3aEY,1nori,1140,Challenger,282,229,FALSE,FALSE,FALSE
vbQNkqRFUqmHFGGgJzlUIX6UaJQRk8elcTCpFSpeAFDBguKYEX_rH6Bqcw,Acerr,906,Challenger,162,135,TRUE,FALSE,FALSE
KcKwHQZ_blq-PvmkV5rGzwH15JwNKDxDwmQ4XRejIR_wYCA,c2 meteos,1420,Challenger,492,422,TRUE,FALSE,FALSE
oG__7sKPa8LN1Fk787otF5Ff6fNf6RdHc747Rk7twx3yZYM,Snow2,846,Challenger,233,193,FALSE,FALSE,TRUE
NuZRVb-QB5xOf1SVZdBa8lb2yGUZV3bjBq2E9hESVzlWzFo,ReasonToBelieve,1232,Challenger,643,594,TRUE,FALSE,FALSE
s-mqmZnTFCVDqYBiFmLaxKtgdn7p_ilyFM9sbF0ESwnsT0KsPL2iq4VHyg,Previous1,846,Challenger,123,93,FALSE,FALSE,TRUE
lVxpsCwumt9CBx-z9219opvbyS-YV1-pXkCTu9YtJnZzBNw,Oricorio,853,Challenger,125,86,FALSE,FALSE,TRUE
cr2pZm8XY6qrICadk6zplE4slM2C7xIOrDTXygY_hios8DYo1344uUswUw,ChaoxLoL,1027,Challenger,146,101,FALSE,FALSE,FALSE
ScLRkvlBLEk3du7gwPjEoUbczDBY2ML5PbgOaiLZ2Efwenj9S1-gx41YfQ,PATREON TARZANED,1160,Challenger,156,137,TRUE,FALSE,FALSE
L4sT8INfpBvFaqlb7IfDzE9OApNIlALm5tVPRf6LMz7geUs,spam tab,1291,Challenger,232,177,TRUE,FALSE,FALSE
nmbesAqgRtfmiZtSwMQOHeCWJfjUmS-ty28kzTpFSswSqNIh,Seolyn,814,Challenger,301,265,FALSE,FALSE,FALSE
RpEsX1AKkOToRP5quZwQJ6bxQYQLBa2bbvsI5pgr_jPqONluRbQ7aOZOdw,kimchi jg,1020,Challenger,254,245,TRUE,FALSE,FALSE
grPLN-SSATpINBHivdTTGrRcMFJgLrwSXkXBiCXf14tPAd0Y,Andoqs,1011,Challenger,360,313,FALSE,FALSE,FALSE
9kCQHM5L5nrp6jdLo4mp2xzM1VeYvR3P69e9nI49IrprP78,Neøø,1412,Challenger,276,222,TRUE,FALSE,FALSE
FADuiwsirxakWD9bEn058tJOmAbjTW2fDeFTy-IwRO_zcrZphe1GRma08Q,Fragile Fantasy,1045,Challenger,170,126,TRUE,FALSE,FALSE
D9VN2erqyJpgPgV6KZStd3RXwBD0BanobGqQXqf9bLn-ucQ,I am Súnlight,1279,Challenger,275,229,TRUE,FALSE,FALSE
mvjBlWk6XG2KTgRRez_xfQ-ZM3j41Wm5is5DyAG69R2xYfs,UCI XiaoDanny,1000,Challenger,898,833,FALSE,FALSE,FALSE
Uw5zEnKQ7yDcPaq-O0rEbM6dwKNYUwcVMpUp87bGr3SiAJI,FrosFores,857,Challenger,168,128,TRUE,FALSE,FALSE
bqTTCTHkXrY7TmDasTJkF4amfoed6bUDLw8PF_iq2JNBvMc,CyanInkstone,837,Challenger,161,127,FALSE,FALSE,FALSE
Hz1lg6aqD9iv5eAovhGb7G5QaXan5aiNjBlxWTx_FA-pNorebWgyEnVGbQ,GYMKING,1074,Challenger,371,323,TRUE,FALSE,FALSE
_c-yjlZmF5p9JO1S3Bq0SAecdMBC1BvYKWgdWpMXolrROmw3,pretty angel,909,Challenger,296,249,FALSE,FALSE,FALSE
Kc-aEU8j181GjUcirIc9hdvD3UhApbicTnwp7Ncd5hqCi-v9yrZxaE5o8g,k m,877,Challenger,201,143,FALSE,FALSE,TRUE
hpGO-9ie9X5dRfjJRGPqMXFTGQXSV6-osCgnL3me14K1e7XQ,abyssalwhip2,926,Challenger,303,269,FALSE,FALSE,FALSE
XRTKPt98_rmZK_p-MO3ZJgqN0FxTne_9ak9QfotUTv-Qtys,rklckp251,1011,Challenger,259,213,TRUE,FALSE,FALSE
LzpwWnGWq5Rmo4YNFxtCZf_K4xKUpERFnGFPayO68yLgby52,twtv itakute,958,Challenger,157,123,TRUE,FALSE,FALSE
1QEiVspHuUGShPp_FjZNjCcuiF6tMYJJcUWko-fpe7k7wPg,5tunt,1221,Challenger,305,254,TRUE,FALSE,FALSE
8fJJso35ymh61WBIqq790aHxOlg8oABzktTBvvkfXBQEuuI,CaptBear,923,Challenger,172,137,FALSE,FALSE,FALSE
s1gUnKSF4SUeC-xsIasZefdQwNtfVg7lnQW1Lg_Cxqvvvps,baekho,872,Challenger,261,221,FALSE,FALSE,FALSE
jC9V-_3XXbifQssTa8nvELlQyN49zL6aHOqJUS0Nn3Wfyc0,taibotxd,882,Challenger,326,285,TRUE,FALSE,FALSE
tlLLI3yfNFiqUiUYsukVvEBrpS_GvOAw1q2A40rwR8dD1gM,Zamudo,1018,Challenger,199,157,FALSE,FALSE,FALSE
-lThQtJ4EhZ_6Ju8yNmoeJQhVt0eUC8hCtojCq-1PVnzegY,lIlIIllIl,850,Challenger,329,285,FALSE,FALSE,TRUE
R4kCStyaSMCBxCI4lT6wNK-gcAhN80Nj74c5ZgPQeHqm55s,Suntail,864,Challenger,271,226,FALSE,FALSE,TRUE
S7uKNqzH9_BNP1iOXa0zP4N4F0Zm1y4mAyzMbJDpD0g2sHTK,FlowerCat9,882,Challenger,105,92,FALSE,FALSE,FALSE
VpJgwvusM2rzZZyqOmrPdyDZ_dwUczBWwdapYIoQ087ABgiD,Downy Hyung,915,Challenger,177,152,FALSE,FALSE,TRUE
84KaX5jwP-IQiay2rcLHn7Dqs4Vf4QBugiLhER6uA5VGPVs,Good Boi,1140,Challenger,381,339,TRUE,FALSE,FALSE
gtyqeEql1iWFuFIMPByBycaEc_S0xa9Fdf-BeYDCYWcS5DJZ,rovex7,852,Challenger,285,245,FALSE,FALSE,FALSE
3MGoMaAtrQe--Pi3XQBWChDFhOGV2uzk_tXNxr3ie6mkrX68,EU Red,1095,Challenger,197,154,TRUE,FALSE,FALSE
ZwjaRP-Xi5yJPJdIUxHsePN0lYrOmZUeDeBaRgXNZMPYfxhY,Mixtsure,900,Challenger,441,394,FALSE,FALSE,TRUE
jObSIaAwwHAVOHrxLnOwszmaMhufaVhbGgiznfg_bD8SPVM,Doinp,1002,Challenger,367,327,TRUE,FALSE,FALSE
a_uKajIHf_keX6Xt5aczYZtLSr_LoKJSX8rZTCeZWBeMDqA,Delllarth,1173,Challenger,372,308,TRUE,FALSE,FALSE
MqTG6GmVqGQwIokpSRHxjpwnk1NVWhZsEYZdrZVFO-JIDqknk0_VVm4-Lg,shochi,1161,Challenger,682,634,TRUE,FALSE,FALSE
6IEZ_Nh1gFBR9QMgarIGwGZqF793LHUhM_nBZFTfR8QyHw2l,yukino cat,885,Challenger,425,393,FALSE,FALSE,FALSE
PCs8zEn3Pu32aF7u_RXNj-X17RjIzOT28ySfIMxTQlbbIXtDz90a39wEVQ,San martin,1001,Challenger,244,207,TRUE,FALSE,FALSE
WaXvJ9ZEPZHgVO1YfchrXaqi15wTiSspemYir_jNcRt5SO0,Denathor,1016,Challenger,428,388,TRUE,FALSE,FALSE
SrdC62juOeT9XGzIAKjBVcUJdIqOLmifHwYFSUrUdPGQ84xJ,GRIZZLEY,1226,Challenger,278,226,TRUE,FALSE,FALSE
TwWvamwdj1AsxPtj5ODwVWNJvt5Acdl6opsvPwcEnzwvIemh,First Kyu,875,Challenger,284,250,FALSE,FALSE,FALSE
OwjZNb3Gpa2jjM98N9OD0TvdvxNyA3kN5nuL7D_-48sa1cI,cant offrole,1008,Challenger,564,524,TRUE,FALSE,FALSE
UIpDlbQMZ-sNirJEn271Y7-vRhlHH4x6E-2j4aL_iK0k-uo,Magı,879,Challenger,168,132,FALSE,FALSE,FALSE
6FQWU1NmNIwXuHO5ejPs6_vBD9VNtShy-a_q4uZd2Ee3tH4,Geiger,859,Challenger,733,712,FALSE,FALSE,TRUE
8twwrdK2B9qijvD0jutHBlbmtCP6SQ_M2IgMudvGSfUe2BA,Cupic,1577,Challenger,316,242,TRUE,FALSE,FALSE
N46Sh8TNcD4SuShDHM7uHmG39meElDeZC_POBmf6Ak9OqF0bshmZIsG6JQ,Pants are Back,875,Challenger,245,214,FALSE,FALSE,FALSE
t6uVlUC6ORVUJ9IMTgLCY9luyUs6V0DT6NkkKjaWCqOx7rs,Saico,1035,Challenger,781,742,FALSE,FALSE,FALSE
FX9iRdA2u-8SczmEaKvfl-vr3_gRICWAl8MWE46bfbHg9UE,Z Score,1143,Challenger,409,368,FALSE,FALSE,FALSE
drjJYPhdTVC_FI66hBb0Y93RJV_46HcVBter4QcyzX5fzsg,Repobah,944,Challenger,97,46,FALSE,FALSE,FALSE
ZQeCOGXjIGSfL8c23spaYv8tXUUgfzUn6OOrVqoJ-r_tT3vOsi3v1adonw,cant win top,1034,Challenger,301,265,TRUE,FALSE,FALSE
4BSJZfhGcwHqzilKMWAaLd3Qg85_cCZW3QK_sLemoiKasuanT2Q6mTakRA,donbray1,991,Challenger,133,77,FALSE,FALSE,FALSE
qkfbcpGkjBNHdRpXuv3u2s9nY8Nf9ggjQG27gqPX0CPg5-zLESoaHtu1sg,hanql,1078,Challenger,239,228,TRUE,FALSE,FALSE
ipbr6Dc-1vvlaup9DLmhXN5WSXf0tvoi6n5dTqbw84Hsn4_9,Li Xiu Yue,1106,Challenger,150,102,FALSE,FALSE,FALSE
LUnhYi-UBscTF_0l5Oqj3gcrmw0TebhYiUHw1gRO8ebVU2Pj,always plan ahea,854,Challenger,313,277,TRUE,FALSE,FALSE
HmnOdglGKtLAxnHl7XiX9TwexNo-8Mg2ZDbRXPTv1tOfL33L,Cxzy,844,Challenger,220,193,FALSE,FALSE,FALSE
3VaBpkWT2Ra4LinNNMC_gpwWDfvPcpa_nqXF5LT3I4Aw-Vk,Ayukura,846,Challenger,250,211,FALSE,FALSE,TRUE
BuBt9AzmDTW2hxuCnUHrvt4ZcsPBaQTl04jCJ6Q9kFfdTbRc,N L,861,Challenger,114,98,FALSE,FALSE,FALSE
v2G0IsvxYZvdg2lMBVjEcGiNY63g97JElUlzXStSq9AD0q7lBpkGJ8SJSA,Minui,933,Challenger,261,220,FALSE,FALSE,FALSE
Wyvj2e98TbRaDU76-9e5KLLc8nw-yWcnNTTL08F6kFBQE1o,Kyriu,943,Challenger,141,101,FALSE,FALSE,FALSE
n_oA_YDd3Dd6l5hz0iH3GcNrvkXkqKbXI7XgSB4_JRk2V4s,TempestLoveYuely,1056,Challenger,218,182,TRUE,FALSE,FALSE
q7VNKINMBDB5p1z_jd4s2W8mt8ghmJUfdKAtjcCrTPVaDbqedU6EDtgNJg,Ban Dao Tie He,1007,Challenger,188,168,TRUE,FALSE,FALSE
JTVgD0-nvnJOjYXp9h92cRz31b_RHQm43b9z1AsOjMfdWSs,supp come top,1761,Challenger,250,199,TRUE,FALSE,FALSE
5yp3SpGQGdqAkwatxsfmpwSTA_0AzabwKxwRV3Z5GdwcW30,new story,887,Challenger,379,314,FALSE,FALSE,FALSE
1uYc-bzXd7tQKNIwxqrM0uayqepun_wmXTFQs9H5NGuzE3gz,MoeKiller99,849,Challenger,240,160,FALSE,FALSE,TRUE
MX_hMMsCZQC4Zfnbhme_IJOhRPkHb_4i3ndpXHHmB_0brgM,Ssumdayday,1055,Challenger,254,215,TRUE,FALSE,FALSE
A5v-PGYXG5lt55r5whH8i609FB2W_i0wv4d1CrzypKZ3tuDE,SiddyWiddy123,1200,Challenger,135,83,FALSE,FALSE,FALSE
